Artist,Streams,Daily Streams,Genre,Release Year,Peak Position,Weeks on Chart,Lyrics Sentiment,TikTok Virality,Danceability,Acousticness,Energy,Cluster
The Midnight Howl,115060895.0,3916723.0,House,2016.0,28.999999999999996,55.0,-0.92,63.0,0.61,0.46,0.21,1
Horizon Flow,567932052.0,3550200.9999999995,K-Pop,2013.0,98.99999999999999,68.0,-0.28,32.0,0.36,0.32,0.71,1
DJ Thunder,789083531.0,1372864.0,Jazz,1991.0,24.0,25.0,-0.99,33.0,0.82,0.97,0.96,1
Celestial Harmony,410382041.0,2938391.9999999995,Folk,2005.0,36.0,76.0,-0.48,28.999999999999996,0.49000000000000005,0.69,0.77,1
Retro Resonance,427352217.0,1824810.0,Country,2020.0,4.0,42.0,-0.91,87.0,0.32,0.84,0.68,1
Firefly Symphony,748117003.0,4166184.0,Synthwave,2017.0,98.0,44.0,0.27,66.0,0.14,0.34,0.82,0
Urban Rhapsody,448364157.00000006,1589949.0000000002,Metal,1996.0,41.0,103.0,0.030000000000000027,39.0,0.88,0.67,0.37,0
Samantha Lee,525339443.0,2181059.0,Jazz,2014.0000000000002,79.0,36.0,0.52,73.0,0.49000000000000005,0.12,0.66,1
Horizon Flow,481672090.0,3086695.0,R&B,2000.0,18.0,93.0,-0.57,38.0,0.15,0.7,0.39,0
Celestial Harmony,559269332.0,3234095.0,Techno,2001.0,36.0,44.0,-0.75,46.0,0.69,0.23,0.42,0
Bass Surge,368053001.0,436550.0,Metal,2023.0,98.0,38.0,0.8799999999999999,5.0,0.25,0.03,0.68,0
DJ Thunder,164289880.0,1058441.0,Rock,2017.0,22.0,58.99999999999999,0.27,15.0,0.47000000000000003,0.84,0.2,0
Bass Surge,688549718.0,4671316.0,Reggae,2011.9999999999998,71.0,7.000000000000001,0.21999999999999997,49.0,0.93,0.02,0.11,0
Celestial Harmony,483906895.99999994,3351090.0000000005,House,2019.0,17.0,82.0,0.6299999999999999,8.0,0.9100000000000001,0.39,0.25,1
Urban Rhapsody,262257541.0,1710403.0,Jazz,2015.0,39.0,26.0,0.75,13.0,0.62,0.2,0.43,1
Liam Harper,794157348.0,3561716.9999999995,K-Pop,1993.0,44.0,61.99999999999999,0.8300000000000001,26.0,0.13,0.53,0.77,1
Firefly Symphony,421746253.0,4523893.0,Synthwave,2016.0,20.0,66.0,-0.37,53.0,0.63,0.32,0.78,0
Aurora Soundwave,31093649.999999996,1671442.0,Drum & Bass,1997.0,13.0,75.0,0.6499999999999999,6.0,0.12,0.11,0.63,1
Urban Rhapsody,325015412.0,4805463.0,EDM,2023.0,40.0,85.0,-0.94,16.0,0.73,0.44,0.66,1
Luna Nova,187559331.0,2872735.0,Synthwave,2002.0,85.0,12.0,-0.07000000000000006,57.00000000000001,0.69,0.27,0.95,0
DJ Thunder,438962487.0,2383788.0,Folk,2001.0,59.0,15.0,-0.53,80.0,0.64,0.81,0.32,1
DJ Thunder,478007324.0,2056787.9999999998,Rock,2021.0,19.0,34.0,-0.51,87.0,0.9400000000000001,0.85,0.47000000000000003,0
Liam Harper,631691196.0,4176976.0,Trap,2019.0,72.0,52.0,0.16999999999999993,87.0,0.93,0.93,0.52,0
Bass Surge,246257627.99999997,2308281.0,Electronic,2003.0,87.0,91.0,-0.48,5.0,0.43,0.84,0.2,1
DJ Thunder,548645618.0,3216495.0,Indie,2004.0,4.0,87.0,0.42999999999999994,93.0,0.61,0.32,0.92,1
Bass Surge,235454297.0,898359.0,Metal,2024.0,3.0,98.0,0.21999999999999997,17.0,0.19,0.46,0.42,0
Jay Zenith,475715569.0,2440022.0,House,2019.0,91.0,102.0,-0.3400000000000001,46.0,0.96,0.07,0.51,1
Neon Vortex,107277310.0,2033346.0000000002,Synthwave,2025.0,88.0,99.0,0.28,43.0,0.96,0.13,0.18,0
Bass Surge,662548482.0,2827095.9999999995,Metal,2009.9999999999998,49.0,94.0,-0.94,26.0,0.65,0.22,0.51,0
Ava & The Ocean,99351852.0,565351.0,K-Pop,1993.0,52.99999999999999,21.0,-0.4099999999999999,27.0,0.9800000000000001,0.18,0.25,1
Neon Vortex,616354762.0,758729.0,R&B,1996.0,62.0,85.0,0.8700000000000001,85.0,0.63,0.9,0.53,0
Bass Surge,92376074.0,110167.0,Reggae,1994.0,18.0,30.0,0.8599999999999999,64.0,0.39,0.22,0.77,0
Crimson Echo,555986662.0,4032880.0,Blues,1996.0,68.0,99.0,0.56,30.0,0.8999999999999999,0.79,1.0,1
Neon Vortex,149537514.0,189575.0,Lo-Fi,2011.9999999999998,89.0,40.0,-0.010000000000000009,34.0,0.13,0.65,0.8,0
Celestial Harmony,260240137.0,1635740.0,Latin,2005.0,14.000000000000002,92.0,-0.51,70.0,0.77,0.27,0.54,0
Retro Resonance,168657070.0,124617.00000000001,Punk,1995.0,4.0,48.0,0.09000000000000008,80.0,0.9100000000000001,0.42,0.9699999999999999,0
Shadow Beats,174520144.0,2621914.0,Techno,2016.0,20.0,41.0,-0.050000000000000044,76.0,0.55,0.91,0.4,0
Jay Zenith,779777795.0,2066610.0,Indie,1993.0,30.0,82.0,0.4099999999999999,6.0,0.82,0.93,0.53,1
Horizon Flow,149440051.0,3875641.9999999995,Pop,1992.0,19.0,33.0,-0.81,99.0,0.65,0.66,0.9100000000000001,0
Celestial Harmony,479096299.0,1252934.0,House,2002.0,38.0,45.0,-0.22999999999999998,72.0,0.58,0.43,0.14,1
DJ Thunder,471615501.0,3068814.0,Blues,2006.0,98.99999999999999,20.0,-0.68,94.0,0.66,0.89,0.28,1
Urban Rhapsody,225565637.0,1393797.0,Indie,2003.0,80.0,60.0,0.42999999999999994,26.0,0.36,0.46,0.59,1
Neon Vortex,53456899.0,4028204.0,Folk,2001.0,74.0,44.0,-0.65,30.0,0.34,0.39,0.64,1
Jay Zenith,572341652.0,3821103.0,Techno,2014.0000000000002,52.99999999999999,22.0,-0.61,98.0,0.39,0.39,0.16,0
EchoSync,710346375.0,3190867.0,Folk,2004.0,76.0,12.0,-0.53,62.0,0.86,0.09,0.6,1
Firefly Symphony,679036078.0,1857016.0000000002,Hip-Hop,1991.0,45.0,23.0,-0.99,48.0,0.6,0.68,0.16,1
Neon Vortex,752798247.0,88845.0,Latin,1995.0,42.0,44.0,-0.74,71.0,0.41,0.25,0.14,0
Celestial Harmony,594043256.0,49126.00000000001,Lo-Fi,1991.0,98.99999999999999,100.0,-0.93,24.0,0.22,0.56,0.12,0
DJ Thunder,585823436.0,3241328.0,Blues,2005.0,54.0,56.00000000000001,0.78,81.0,0.13,0.93,0.9100000000000001,1
Urban Rhapsody,666114013.0,2222469.0,Metal,2019.0,39.0,7.000000000000001,-0.29000000000000004,92.0,0.41,0.79,0.8,0
Horizon Flow,165185863.0,4405677.0,Hip-Hop,2008.0,39.0,2.0,-0.87,35.0,0.17,0.14,0.35,1
Samantha Lee,476697228.0,502080.00000000006,Metal,2016.0,50.0,30.999999999999996,-0.3400000000000001,58.99999999999999,0.56,0.43,0.31,0
Aurora Soundwave,692283760.0,3789364.0,Electronic,1998.0,79.0,13.0,-0.4099999999999999,32.0,0.85,0.21,0.29,1
Liam Harper,252709274.0,2938297.0,Hip-Hop,2022.0,57.0,95.0,-0.69,47.0,0.35,0.22,0.44999999999999996,1
EchoSync,514949763.0,3849153.9999999995,Blues,2020.0,96.0,88.0,-0.97,7.000000000000001,0.14,0.96,0.6,1
Neon Vortex,576254648.0,4569443.0,Country,2009.0,90.0,20.0,0.96,71.0,0.67,0.57,0.8999999999999999,1
DJ Thunder,373509018.0,2952477.0,Folk,2024.0,45.0,79.0,-0.56,45.0,0.31,0.97,0.73,1
Jay Zenith,720840149.0,170180.99999999997,Drum & Bass,1997.0,9.0,86.0,-0.84,72.0,1.0,0.82,0.84,1
Liam Harper,685966658.0,344644.99999999994,Country,2018.0,19.0,63.0,0.94,51.0,0.62,0.2,0.51,1
Crimson Echo,496817701.0,2545380.0,Blues,2004.0,97.0,2.0,-0.93,34.0,0.55,0.69,0.19,1
Sofia Carter,156227202.0,4832398.0,Reggae,1990.0,57.99999999999999,13.0,0.3900000000000001,26.0,0.79,0.03,0.62,0
Shadow Beats,404594718.99999994,2730887.0,R&B,1996.0,50.0,89.0,0.8900000000000001,74.0,0.53,0.01,0.78,0
Bass Surge,137211615.0,911097.0,EDM,2019.0,11.0,27.0,0.30000000000000004,52.0,0.23,0.93,0.41,1
EchoSync,493755715.0,267458.0,Synthwave,2004.0,93.0,41.0,-0.57,14.000000000000002,0.66,0.33,0.11,0
Luna Nova,87730749.0,194791.0,Electronic,2013.0,41.0,84.0,0.6699999999999999,92.0,0.52,0.9,0.1,1
Celestial Harmony,781313133.0,4296499.0,Reggae,2023.0,97.0,95.0,0.97,79.0,0.78,0.41,0.52,0
Jay Zenith,437761423.0,1146210.0,Jazz,2008.0,85.0,49.0,-0.75,44.0,0.72,0.15,0.6,1
DJ Thunder,603788459.0,1214216.0,EDM,2025.0,32.0,50.0,-0.4,4.0,0.53,0.44,0.43,1
Luna Nova,308918903.0,2636766.0,Techno,2003.0,34.0,84.0,0.3900000000000001,34.0,0.48,0.19,0.87,0
Shadow Beats,630245469.0,203520.0,K-Pop,2021.0,49.0,101.0,-0.19999999999999996,30.0,0.56,0.23,0.26,1
Luna Nova,376723250.0,375516.0,Metal,1995.0,48.0,70.0,0.56,63.0,0.44999999999999996,0.45,0.51,0
Jay Zenith,421848831.00000006,275017.0,Techno,2023.0,60.0,85.0,-0.49,28.000000000000004,0.4,0.23,0.18,0
Aurora Soundwave,428061219.99999994,4796294.0,Indie,1992.0,83.0,83.0,-0.68,73.0,0.35,0.39,0.15,1
Urban Rhapsody,743002725.0,4236664.0,Pop,1993.0,96.0,48.0,0.41999999999999993,74.0,0.96,0.14,0.8,0
Urban Rhapsody,266309892.0,2872840.0,Country,1996.0,44.0,18.0,0.6000000000000001,0.0,0.48,0.85,0.61,1
Luna Nova,318307493.0,1926573.0,Folk,2004.0,57.99999999999999,65.0,0.050000000000000044,67.0,0.9100000000000001,0.41,0.8999999999999999,1
Ava & The Ocean,751272601.0,1221790.0,Reggae,2016.0,56.00000000000001,61.0,-0.74,65.0,0.92,0.32,0.36,0
Crimson Echo,538183313.0,695748.0,K-Pop,2018.0,32.0,82.0,0.6400000000000001,100.0,0.31,0.14,0.81,1
The Midnight Howl,785361312.0,435911.0,K-Pop,2007.0,22.0,54.0,-0.39,42.0,0.6,0.95,0.4,1
Retro Resonance,130928306.99999999,2286808.0,Blues,1990.0,31.0,76.0,-0.020000000000000018,31.0,0.9699999999999999,0.77,0.9400000000000001,1
DJ Thunder,653979408.0,4884163.0,Indie,2013.0,65.0,93.0,-0.040000000000000036,60.0,0.76,0.33,0.81,1
Bass Surge,550304151.0,2877212.0,Techno,2011.9999999999998,60.0,50.0,0.17999999999999994,21.0,0.87,0.36,0.6,0
Bass Surge,505381604.0,1235636.0,Country,2011.0,91.0,13.0,0.69,23.0,0.52,0.01,0.92,1
Aurora Soundwave,484295272.00000006,1209030.0,Blues,2008.0,55.0,37.0,-0.33000000000000007,54.0,0.42,0.48,0.92,1
ElectroPulse,597664191.0,2818102.0,House,2002.0,90.0,61.99999999999999,0.8999999999999999,12.0,0.11,0.78,0.58,1
Shadow Beats,654602930.0,4844012.0,Reggae,2009.0,45.0,43.0,-0.53,20.0,0.8,1.0,0.66,0
Firefly Symphony,95851087.0,472969.0,EDM,1997.0,68.0,20.0,0.28,6.0,0.7,0.62,0.14,1
Ava & The Ocean,137594036.0,3061719.0000000005,EDM,1994.0,90.0,13.0,0.8,72.0,0.11,0.79,0.38,1
ElectroPulse,358574531.0,419530.0,Indie,2015.0,28.000000000000004,37.0,-0.45999999999999996,1.0,0.8999999999999999,0.54,0.39,1
Horizon Flow,265572083.0,3696721.0,Blues,2017.0,28.000000000000004,90.0,0.33000000000000007,71.0,0.34,0.41,0.88,1
EchoSync,266412732.0,747821.0,Punk,2015.0,67.0,100.0,-0.25,20.0,0.16,0.87,0.8999999999999999,0
Luna Nova,229871860.0,444308.0,Indie,2022.0,13.0,4.0,0.26,70.0,0.85,0.97,0.78,1
The Midnight Howl,366022547.0,1789964.0,Hip-Hop,2006.0,60.0,35.0,-0.97,71.0,0.17,0.67,0.14,1
EchoSync,613844785.0,3689892.0,Folk,2014.0000000000002,44.0,39.0,0.8999999999999999,84.0,0.17,0.25,0.15,1
Horizon Flow,599808549.0,3406655.0,Rock,2025.0,41.0,54.0,0.9100000000000001,40.0,0.8999999999999999,0.7,0.59,0
Urban Rhapsody,154460351.0,2637398.0,Blues,1996.0,87.0,101.0,0.3700000000000001,17.0,0.25,0.64,0.55,1
DJ Thunder,279930695.0,3758042.0,Techno,2014.0000000000002,28.999999999999996,7.000000000000001,0.9300000000000002,84.0,0.74,0.13,0.69,0
Horizon Flow,435856288.0,3017122.0000000005,Pop,2008.0,72.0,87.0,0.95,58.99999999999999,0.39,0.2,0.11,0
Firefly Symphony,641282532.0,294177.0,Rock,2006.0,89.0,8.0,0.54,86.0,0.55,0.63,0.32,0
DJ Thunder,770067703.0,1651185.9999999998,EDM,2005.0,56.00000000000001,89.0,0.8399999999999999,38.0,0.4,0.27,0.21,1
Aurora Soundwave,348330627.0,3219793.0,Pop,2002.0,80.0,49.0,0.1499999999999999,79.0,0.5,0.61,0.69,0
Neon Vortex,58437810.0,3892881.0,Metal,2004.0,59.0,26.0,0.6299999999999999,39.0,0.82,0.35,0.7,0
DJ Thunder,219839831.00000003,1911238.0,Techno,2020.0,20.0,100.0,0.47,85.0,0.34,0.53,0.3,0
Luna Nova,72525528.0,3525296.0,House,2007.0,59.0,15.0,0.74,18.0,0.43,0.68,0.48,1
Aurora Soundwave,22320442.0,3861055.0,EDM,1991.0,76.0,69.0,-0.49,80.0,0.74,0.67,0.92,1
Horizon Flow,245371448.0,40767.0,Drum & Bass,2016.0,74.0,67.0,-0.53,92.0,0.63,0.12,0.12,1
Sofia Carter,678651852.0,1900426.0,Trap,1997.0,4.0,103.0,0.8900000000000001,30.0,0.57,0.29,0.92,0
Bass Surge,568717463.0,4443226.0,Reggae,2004.0,51.00000000000001,58.0,-0.06000000000000005,53.0,0.58,0.59,0.7,0
Bass Surge,535350581.0,920532.0,Techno,2006.0,80.0,48.0,0.08000000000000007,14.000000000000002,0.8999999999999999,0.79,0.71,0
ElectroPulse,11366107.0,4016262.0,R&B,2009.0,36.0,18.0,-0.36,1.0,0.33,0.67,0.4,0
Sofia Carter,479407030.0,2127261.0,Rock,2014.0000000000002,35.0,99.0,0.8,62.0,0.53,0.34,0.24,0
ElectroPulse,181603818.0,403045.0,Blues,1990.0,21.0,94.0,0.75,91.0,0.62,0.99,0.24,1
Aurora Soundwave,306568873.0,3179877.0,Indie,2009.0,80.0,55.0,0.3400000000000001,85.0,0.49000000000000005,0.65,0.66,1
Shadow Beats,765591939.0,2463917.0,Blues,2001.0,93.0,71.0,0.25,58.99999999999999,0.41,0.59,0.17,1
Jay Zenith,101045293.0,2970470.0,Lo-Fi,1992.0,70.0,43.0,0.96,5.0,0.75,0.82,0.24,0
The Midnight Howl,388687410.0,556719.0,Punk,2023.0,96.0,36.0,0.8799999999999999,24.0,0.75,0.81,0.87,0
DJ Thunder,340416483.0,1122907.0,Trap,1996.0,20.0,23.0,0.94,97.0,0.2,0.13,0.2,0
The Midnight Howl,220651435.0,1985499.0,Trap,2008.0,48.0,55.0,0.53,17.0,0.1,0.14,0.39,0
Urban Rhapsody,503240584.00000006,2450298.0,Hip-Hop,2009.9999999999998,73.0,37.0,0.52,87.0,0.56,0.11,0.21,1
DJ Thunder,156172875.0,4546211.0,Punk,1991.0,66.0,52.0,-0.16000000000000003,20.0,0.53,0.28,0.22,0
The Midnight Howl,770338227.0,1213343.0,Techno,1990.0,77.0,40.0,0.17999999999999994,72.0,0.69,0.38,0.55,0
DJ Thunder,175206117.0,4234096.0,Lo-Fi,2022.0,39.0,69.0,-0.63,86.0,0.35,0.24,0.73,0
Jay Zenith,262282328.0,2866368.0,Jazz,1999.0,50.0,46.0,-0.35,41.0,0.7,1.0,0.63,1
Samantha Lee,62780854.00000001,3777823.0,Electronic,2011.9999999999998,70.0,32.0,-0.99,89.0,0.44,0.34,0.65,1
Luna Nova,217768196.00000003,3911543.0,Synthwave,2018.0,57.0,57.0,0.8799999999999999,24.0,0.77,0.63,0.99,0
Luna Nova,379420318.0,2994220.0,Latin,1990.0,81.0,42.0,-0.030000000000000027,40.0,0.93,0.46,0.47000000000000003,0
Samantha Lee,200268403.0,4201245.0,Synthwave,2006.0,48.0,75.0,0.54,50.0,0.42,0.72,0.19,0
Celestial Harmony,677201263.0,2279347.0,Synthwave,2000.0,44.0,19.0,-0.36,28.999999999999996,0.51,0.56,0.42,0
Neon Vortex,348193119.0,3857643.0,Reggae,1994.0,20.0,60.0,0.32000000000000006,42.0,0.17,0.7,0.54,0
Celestial Harmony,368876491.0,3386068.0000000005,Folk,1996.0,23.0,91.0,-0.31000000000000005,73.0,0.71,0.73,0.43,1
Urban Rhapsody,70664377.0,1792940.0,Rock,2024.0,81.0,32.0,0.24,32.0,0.37,0.96,0.53,0
Luna Nova,632508532.0,1282857.0,Blues,2003.0,5.0,26.0,0.6400000000000001,54.0,0.75,0.65,0.44999999999999996,1
Celestial Harmony,498466080.0,1502250.0,Synthwave,2011.9999999999998,61.0,93.0,0.040000000000000036,54.0,0.85,0.36,0.1,0
Luna Nova,25999124.999999996,3141613.0,Synthwave,2019.0,10.0,77.0,-0.86,34.0,0.85,0.15,0.3,0
Ava & The Ocean,447389830.0,2756094.0,Indie,2003.0,11.0,43.0,0.55,42.0,0.43,0.35,0.21,1
The Midnight Howl,142169308.0,3394608.0,Indie,2005.0,83.0,70.0,-0.51,93.0,0.34,0.92,0.9800000000000001,1
Sofia Carter,678302018.0,138744.0,Jazz,1990.0,24.0,87.0,0.10000000000000009,91.0,0.76,0.21,0.51,1
Jay Zenith,767533546.0,3832225.0,Metal,1991.0,26.0,101.0,0.8,18.0,0.17,0.86,0.89,0
Sofia Carter,710459499.0,4455012.0,R&B,1998.0,44.0,90.0,0.49,81.0,0.32,0.02,0.68,0
Samantha Lee,466207395.00000006,628366.0,Indie,2005.0,28.000000000000004,83.0,0.6499999999999999,39.0,0.99,0.36,0.85,1
Horizon Flow,391325352.0,2010822.9999999998,Techno,2023.0,30.0,6.0,-0.67,2.0,0.79,0.17,0.61,0
Ava & The Ocean,683690227.0,2752491.0,Reggae,1997.0,81.0,2.0,-0.78,100.0,0.42,0.34,0.87,0
Liam Harper,148126322.0,4491391.0,Drum & Bass,2024.0,46.0,58.99999999999999,-0.22999999999999998,100.0,0.36,0.63,0.86,1
Bass Surge,543870111.0,4748399.0,Hip-Hop,2002.0,34.0,68.0,0.41999999999999993,30.0,0.35,0.14,0.6,1
Crimson Echo,591787942.0,258609.0,Techno,2015.0,98.0,74.0,-0.62,89.0,0.81,0.37,0.85,0
Jay Zenith,74430942.0,1601428.0,Electronic,2022.0,76.0,21.0,0.6499999999999999,97.0,0.8999999999999999,0.09,0.96,1
Liam Harper,568283755.0,4275199.0,K-Pop,2023.0,19.0,35.0,0.48,83.0,0.18,0.65,0.25,1
Sofia Carter,121845306.0,4066676.0,Indie,1992.0,43.0,58.99999999999999,-0.79,91.0,0.24,0.82,0.99,1
Ava & The Ocean,534624110.0,2450054.0,K-Pop,1993.0,72.0,77.0,-0.28,1.0,0.2,0.85,0.54,1
Liam Harper,785084028.0,4917266.0,K-Pop,2011.9999999999998,52.0,48.0,0.4099999999999999,5.0,0.83,0.99,0.99,1
ElectroPulse,523687971.0,704225.0,Techno,2011.9999999999998,49.0,28.000000000000004,0.75,66.0,0.38,0.85,0.74,0
ElectroPulse,610079347.0,1050353.0,Country,1994.0,73.0,94.0,-0.68,44.0,0.93,0.67,0.66,1
Firefly Symphony,287266838.0,3822440.0,House,1991.0,14.000000000000002,81.0,0.4099999999999999,63.0,0.96,0.75,0.78,1
DJ Thunder,464552824.99999994,1714531.0,Rock,2024.0,37.0,103.0,-0.54,21.0,0.12,0.21,0.23,0
Retro Resonance,750356900.0,1102356.0,R&B,2018.0,27.0,90.0,-0.14,38.0,0.4,0.73,0.54,0
ElectroPulse,440745943.00000006,519214.0,Pop,1998.0,51.00000000000001,63.0,-0.13,34.0,0.65,0.04,0.47000000000000003,0
Crimson Echo,633215756.0,547557.0,K-Pop,2025.0,91.0,86.0,0.79,37.0,0.27,0.49,0.36,1
The Midnight Howl,703376436.0,421254.0,Metal,2025.0,74.0,96.0,-1.0,14.000000000000002,0.15,0.03,0.78,0
Ava & The Ocean,766611079.0,2532812.9999999995,Techno,1997.0,98.99999999999999,37.0,0.73,33.0,0.15,0.21,0.75,0
Crimson Echo,699587362.0,1998631.0,Rock,2009.9999999999998,51.00000000000001,30.0,-0.61,24.0,0.92,0.79,0.62,0
Aurora Soundwave,284721742.0,3047081.0,Drum & Bass,2005.0,100.0,7.000000000000001,-0.41999999999999993,25.0,0.75,0.37,0.38,1
Crimson Echo,433947980.0,1681088.0,Electronic,2004.0,72.0,50.0,0.55,31.0,0.89,0.51,0.89,1
Shadow Beats,506121541.0,675520.0,Indie,2020.0,82.0,4.0,0.3500000000000001,31.0,0.53,0.1,0.15,1
EchoSync,170245131.0,1803900.0,Metal,2002.0,24.0,12.0,0.16999999999999993,62.0,0.86,0.16,0.47000000000000003,0
Retro Resonance,466228537.0,1816720.0,K-Pop,2007.0,98.99999999999999,22.0,0.1499999999999999,49.0,0.87,0.7,0.38,1
Bass Surge,658706253.0,4306597.0,Trap,2018.0,18.0,20.0,-0.97,25.0,0.19,0.22,0.44999999999999996,0
Ava & The Ocean,297653984.0,3817601.0,Hip-Hop,2009.0,98.99999999999999,30.999999999999996,-0.84,23.0,1.0,0.87,0.36,1
Liam Harper,644928760.0,3905266.0,Pop,2024.0,98.99999999999999,24.0,-0.39,75.0,0.82,0.09,0.15,0
Aurora Soundwave,673920716.0,1868792.0,Lo-Fi,2018.0,3.0,67.0,-0.32000000000000006,58.99999999999999,0.6,0.9,0.53,0
Celestial Harmony,396644557.0,2055706.0,Synthwave,2003.0,100.0,96.0,-0.88,71.0,0.73,0.7,0.82,0
Sofia Carter,126701215.99999999,3104081.0,Reggae,2011.9999999999998,46.0,74.0,-0.88,32.0,0.17,0.14,0.13,0
The Midnight Howl,667825710.0,3292217.0,House,2019.0,78.0,86.0,0.72,25.0,0.8999999999999999,0.86,0.54,1
DJ Thunder,94967667.0,2874861.0000000005,Pop,2021.0,63.00000000000001,63.0,0.42999999999999994,15.0,0.24,0.28,0.78,0
Firefly Symphony,15903482.0,1111315.0,Folk,2025.0,96.0,88.0,-0.4099999999999999,3.0,0.49000000000000005,0.9,0.61,1
ElectroPulse,731246782.0,4661516.0,Techno,2021.0,31.0,12.0,-0.17999999999999994,61.0,0.71,0.94,0.53,0
EchoSync,585344603.0,1375506.0,Country,2018.0,95.0,44.0,0.45999999999999996,16.0,0.84,0.05,0.39,1
DJ Thunder,186908115.0,2354695.0,Punk,2007.0,37.0,13.0,-0.74,27.0,0.32,0.69,0.9100000000000001,0
The Midnight Howl,586264259.0,4225149.0,K-Pop,1995.0,19.0,52.0,0.14000000000000012,94.0,0.17,0.43,0.51,1
Jay Zenith,83022500.0,2738238.0,Pop,1997.0,75.0,12.0,-0.85,31.0,0.65,0.58,0.51,0
Bass Surge,50532443.0,3867975.0,Hip-Hop,1997.0,49.0,63.0,-0.08999999999999997,53.0,0.9400000000000001,0.84,0.13,1
Firefly Symphony,212837299.0,2445132.0,R&B,2013.0,20.0,66.0,-0.98,82.0,0.95,0.83,0.83,0
Liam Harper,218661774.0,2760371.0000000005,Drum & Bass,2023.0,100.0,58.0,0.6499999999999999,44.0,0.66,0.81,0.44,1
Firefly Symphony,283051633.0,613173.0,Electronic,2013.0,37.0,36.0,-0.41999999999999993,87.0,0.9800000000000001,0.84,0.6,1
Liam Harper,334260142.0,1562796.9999999998,Trap,2009.0,87.0,14.000000000000002,0.6400000000000001,86.0,0.87,0.87,0.78,0
Retro Resonance,708627804.0,4271298.0,Reggae,2001.0,17.0,11.0,-0.4099999999999999,4.0,0.38,0.61,0.68,0
Liam Harper,359657773.0,3257866.0000000005,Country,2013.0,64.0,4.0,0.08000000000000007,27.0,0.18,0.89,0.47000000000000003,1
Shadow Beats,632960581.0,117089.00000000003,Latin,1999.0,19.0,25.0,0.6299999999999999,14.000000000000002,0.87,0.68,0.26,0
Urban Rhapsody,571398193.0,365037.0,Blues,2022.0,56.00000000000001,100.0,-0.39,76.0,0.68,0.56,0.73,1
Sofia Carter,599654180.0,2195071.0,Rock,2001.0,34.0,76.0,0.81,34.0,0.9400000000000001,0.81,0.33,0
Bass Surge,87332820.0,3657534.0,Pop,2011.9999999999998,73.0,50.0,-0.4099999999999999,60.0,0.29,0.53,0.24,0
DJ Thunder,385284388.0,4471539.0,Indie,1993.0,8.0,86.0,0.3700000000000001,26.0,0.25,0.91,0.58,1
Aurora Soundwave,655857333.0,4243764.0,Techno,1998.0,61.0,65.0,-0.78,3.0,0.85,0.24,0.75,0
Sofia Carter,118564747.0,385357.0,Reggae,2007.0,45.0,29.0,-0.030000000000000027,20.0,0.66,0.98,0.31,0
DJ Thunder,103971469.00000001,3241223.0,EDM,2002.0,19.0,38.0,-0.57,77.0,0.12,0.62,0.58,1
EchoSync,111891946.0,3151521.0,Blues,2008.0,6.0,13.0,0.43999999999999995,11.0,0.48,0.15,0.13,1
Bass Surge,579227191.0,1388769.0,Country,2017.0,44.0,64.0,-0.78,93.0,0.62,0.48,0.67,1
Bass Surge,265502635.0,1872351.0,Indie,2017.0,39.0,17.0,-0.21999999999999997,16.0,0.89,0.14,0.87,1
Liam Harper,342080811.0,4845122.0,Latin,2003.0,13.0,72.0,-0.36,75.0,0.73,0.4,0.13,0
Horizon Flow,469999017.99999994,4347589.0,Latin,2013.0,71.0,49.0,-0.030000000000000027,6.0,0.71,0.45,0.53,0
Luna Nova,743233478.0,2846043.9999999995,Blues,1995.0,97.0,32.0,0.21999999999999997,73.0,0.85,0.1,0.16,1
Urban Rhapsody,309391075.0,3796927.0,Rock,2009.9999999999998,90.0,57.0,0.54,8.0,0.25,0.88,0.23,0
Shadow Beats,204443600.0,4116067.0,Jazz,1998.0,93.0,42.0,0.9199999999999999,92.0,0.85,0.69,0.6,1
DJ Thunder,105109921.99999999,150282.0,Country,1993.0,10.0,18.0,0.040000000000000036,85.0,0.55,0.13,0.46,1
Sofia Carter,741721743.0,4081048.0,Reggae,2024.0,37.0,34.0,-0.76,72.0,0.81,0.23,0.75,0
Luna Nova,63444382.99999999,1894944.0,Latin,2009.0,46.0,86.0,0.17999999999999994,39.0,0.56,0.22,0.61,0
Liam Harper,80421737.0,845856.0,Punk,1996.0,6.0,19.0,0.4099999999999999,77.0,0.54,0.48,0.46,0
Sofia Carter,288363005.0,1297750.0,R&B,2011.0,47.0,73.0,0.3400000000000001,33.0,0.96,0.61,0.9699999999999999,0
Samantha Lee,144410047.0,196260.0,Electronic,2011.0,71.0,97.0,-0.20999999999999996,42.0,0.37,0.78,0.53,1
Liam Harper,694412340.0,2380821.0,Folk,1991.0,44.0,58.99999999999999,0.6099999999999999,15.0,0.36,0.43,0.44999999999999996,1
Celestial Harmony,768668185.0,1636871.0,Punk,2020.0,36.0,68.0,-0.85,38.0,0.67,0.95,0.4,0
EchoSync,668986579.0,4695653.0,Folk,1993.0,41.0,87.0,0.8,4.0,0.12,0.93,0.8999999999999999,1
Sofia Carter,40683963.0,1537212.0000000002,Synthwave,2009.9999999999998,26.0,72.0,0.77,14.000000000000002,0.9100000000000001,0.74,0.26,0
Firefly Symphony,257736384.0,180704.0,Country,1992.0,2.0,65.0,0.78,56.00000000000001,0.88,0.42,0.62,1
